Nome,Categoria,Unità di riferimento,"Energia, kilojoules (kJ)","Energia, calorie (kcal)","Lipidi, totali (g)","Acidi grassi, saturi (g)","Acidi grassi, monoinsaturi (g)","Acidi grassi, polinsaturi (g)",Colesterolo (mg),"Glucidi, disponibili (g)",Zuccheri (g),Amido (g),Fibra alimentare (g),Proteine (g),Sale (NaCl) (g),Alcool (g),Acqua (g),"Attività di vitamina A, RE (µg-RE)","Attività di vitamina A, RAE (µg-RE)",Retinolo (µg),Attività di beta-carotene (µg-BCE),Beta-carotene (µg),Vitamina B1 (tiamina) (mg),Vitamina B2 (riboflavina) (mg),Vitamina B6 (piridossina) (mg),Vitamina B12 (cobalamina) (µg),Niacina (mg),Folati (µg),Acido pantotenico (mg),Vitamina C (acido ascorbico) (mg),Vitamina D (calciferolo) (µg),Potassio (K) (mg),Sodio (Na) (mg),Cloro (Cl) (mg),Calcio (Ca) (mg),Magnesio (Mg) (mg),Fosforo (P) (mg),Ferro (Fe) (mg),Iodio (I) (µg),Zinco (Zn)  (mg),Selenio (Se) (µg)
"Falafel, fritto (in olio di colza HOLL)",Cibi/Cibi orientali,per 100 g di parte edibile,931,222,7.9,0.7,5.0,1.8,0,26.2,1.9,23.9,6.4,8.3,0.7,0.0,51.2,21,11,0,127,127,0.11,0.04,0.1,0.0,0.37,39.6,0.21,4.6,0.0,290.0,300.0,480.0,42.0,40.0,130.0,1.6,0.9,0.8,0.0
Farina (media),"Prodotti a base di cereali, legumi e patate/Farine e amidi",per 100 g di parte edibile,1450,343,1.4,0.3,0.2,0.8,0,67.8,0.4,66.8,4.7,12.4,0.0,0.0,14.8,0,0,0,0,0,0.25,0.05,0.19,0.0,0.6,19.8,0.56,0.0,0.0,200.0,3.6,44.0,14.0,45.0,150.0,1.9,1.1,1.4,3.9
Farina bianca (media),"Prodotti a base di cereali, legumi e patate/Farine e amidi",per 100 g di parte edibile,1460,344,1.3,0.3,0.2,0.7,0,68.9,0.4,67.9,3.8,12.2,0.0,0.0,14.9,0,0,0,0,0,0.21,0.04,0.16,0.0,0.51,16.0,0.48,0.0,0.0,180.0,2.1,45.0,11.0,33.0,120.0,1.5,0.9,1.1,3.5
Farina di frumento (farina bianca) tipo 400,"Prodotti a base di cereali, legumi e patate/Farine e amidi",per 100 g di parte edibile,1470,346,1.1,0.3,0.1,0.6,0,71.0,0.3,70.0,3.2,11.5,0.0,0.0,12.5,0,0,0,0,0,0.16,0.01,0.05,0.0,0.32,10.0,0.33,0.0,0.0,170.0,1.5,50.0,5.0,14.0,62.0,0.6,0.7,0.5,2.3
Farina di frumento (farina bianca) tipo 550,"Prodotti a base di cereali, legumi e patate/Farine e amidi",per 100 g di parte edibile,1460,344,1.3,0.3,0.2,0.7,0,69.5,0.3,68.5,3.2,12.0,0.0,0.0,15.1,0,0,0,0,0,0.21,0.04,0.16,0.0,0.32,16.0,0.48,0.0,0.0,180.0,2.1,45.0,11.0,34.0,120.0,1.5,0.9,1.1,2.3
Farina di frumento (farina bigia) tipo 1100,"Prodotti a base di cereali, legumi e patate/Farine e amidi",per 100 g di parte edibile,1440,339,1.7,0.3,0.2,0.9,0,64.6,0.6,63.5,5.7,13.5,0.0,0.0,11.3,0,0,0,0,0,0.41,0.07,0.11,0.0,1.42,22.0,0.56,0.0,0.0,200.0,2.6,40.0,24.0,54.0,210.0,2.2,1.4,1.9,6.0
Farina di frumento (farina integrale) tipo 1700,"Prodotti a base di cereali, legumi e patate/Farine e amidi",per 100 g di parte edibile,1430,338,2.0,0.3,0.2,1.5,0,61.0,1.0,60.0,11.0,13.5,0.0,0.0,13.4,1,0,0,5,5,0.47,0.17,0.46,0.0,0.64,50.0,1.2,0.0,0.0,390.0,17.0,37.0,26.0,130.0,350.0,5.0,2.4,3.4,5.0
Farina di frumento (farina semibianca) tipo 720,"Prodotti a base di cereali, legumi e patate/Farine e amidi",per 100 g di parte edibile,1440,340,1.5,0.2,0.2,0.7,0,66.2,0.5,65.2,5.0,13.0,0.0,0.0,15.4,0,0,0,0,0,0.26,0.06,0.28,0.0,0.89,22.0,0.63,0.0,0.0,190.0,2.7,40.0,17.0,53.0,180.0,2.4,1.1,1.7,6.0
Farina di grano saraceno,"Prodotti a base di cereali, legumi e patate/Farine e amidi",per 100 g di parte edibile,1470,348,2.2,0.3,0.5,0.6,0,68.4,0.0,68.4,4.2,11.5,0.0,0.0,12.1,0,0,0,0,0,0.55,0.15,0.34,0.0,4.75,66.8,1.53,0.0,0.0,390.0,17.0,10.0,24.0,160.0,260.0,2.5,2.5,2.3,2.8
Farina di segale tipo 1050,"Prodotti a base di cereali, legumi e patate/Farine e amidi",per 100 g di parte edibile,1420,336,1.3,0.2,0.1,0.6,0,67.8,6.2,61.6,8.6,9.0,0.0,0.0,13.3,1,1,0,7,7,0.25,0.1,0.2,0.0,1.15,37.0,0.57,0.0,0.0,300.0,1.0,35.0,28.0,50.0,200.0,2.1,2.9,2.1,2.0
Farina di segale tipo 815,"Prodotti a base di cereali, legumi e patate/Farine e amidi",per 100 g di parte edibile,1420,334,1.0,0.1,0.1,0.5,0,71.0,6.5,64.1,6.5,6.9,0.0,0.0,13.8,1,1,0,7,7,0.18,0.09,0.11,0.0,0.6,15.0,0.6,0.0,0.0,170.0,1.0,32.0,22.0,26.0,130.0,2.1,2.1,1.5,2.0
"Farina di segale, integrale, cruschello tipo 1800","Prodotti a base di cereali, legumi e patate/Farine e amidi",per 100 g di parte edibile,1420,337,1.5,0.2,0.2,0.7,0,63.1,5.8,56.9,14.1,10.8,0.0,0.0,14.3,0,0,0,0,0,0.37,0.22,0.35,0.0,1.9,70.0,1.1,0.0,0.0,390.0,2.0,69.0,26.0,82.0,340.0,3.2,4.5,3.6,3.2
Farina di soia integrale (intera),"Prodotti a base di cereali, legumi e patate/Farine e amidi",per 100 g di parte edibile,1660,398,20.6,2.7,3.5,12.1,0,3.1,3.1,0.0,18.5,40.8,0.0,0.0,12.5,11,6,0,66,66,0.77,0.28,0.51,0.0,2.2,190.0,1.8,0.0,0.0,1870.0,4.0,110.0,200.0,250.0,550.0,12.0,0.5,4.9,7.0
"Farina di soia, sgrassata","Prodotti a base di cereali, legumi e patate/Farine e amidi",per 100 g di parte edibile,1240,296,1.2,0.2,0.2,0.7,0,7.5,7.4,0.0,24.5,51.5,0.1,0.0,14.2,4,2,0,24,24,0.69,0.25,0.57,0.0,2.6,303.0,1.98,0.0,0.0,2400.0,20.0,130.0,240.0,300.0,670.0,9.2,0.8,2.5,1.7
Farina di spelta bianca tipo 550,"Prodotti a base di cereali, legumi e patate/Farine e amidi",per 100 g di parte edibile,1480,348,1.5,0.3,0.3,0.7,0,69.0,0.9,68.1,2.8,13.3,0.0,0.0,13.1,0,0,0,0,0,0.27,0.04,0.07,0.0,0.32,16.0,0.37,0.0,0.0,100.0,6.8,45.0,22.0,23.0,110.0,1.0,0.9,0.9,2.3
Farina di spelta integrale tipo 1900,"Prodotti a base di cereali, legumi e patate/Farine e amidi",per 100 g di parte edibile,1460,346,2.7,0.4,0.7,1.5,0,60.0,1.2,0.0,9.4,15.6,0.0,0.0,12.4,0,0,0,0,0,0.46,0.09,0.2,0.0,0.0,0.0,0.68,0.0,0.0,390.0,13.0,0.0,35.0,140.0,450.0,3.6,0.0,4.5,6.8
Farina di spelta tipo 1100,"Prodotti a base di cereali, legumi e patate/Farine e amidi",per 100 g di parte edibile,1480,348,2.2,0.3,0.5,1.2,0,65.0,1.4,0.0,5.7,14.3,0.1,0.0,12.7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,27.0,0.0,28.0,64.0,240.0,2.4,0.0,2.8,0.0
Farina per knöpfli,"Prodotti a base di cereali, legumi e patate/Farine e amidi",per 100 g di parte edibile,1490,351,1.3,0.2,0.1,0.5,0,71.3,0.9,70.3,3.3,11.9,0.0,0.0,13.2,1,1,0,7,7,0.09,0.05,0.07,0.0,1.79,47.6,0.35,0.0,0.0,160.0,1.3,80.0,15.0,24.0,94.0,0.8,4.2,1.8,0.0
Fecola di mais,"Prodotti a base di cereali, legumi e patate/Farine e amidi;Diversi/Gelificanti e leganti",per 100 g di parte edibile,1510,354,0.0,0.0,0.0,0.0,0,88.0,0.0,88.0,0.6,0.3,0.0,0.0,11.0,32,16,0,190,104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0,6.0,1.0,2.0,22.0,0.5,2.5,0.6,0.0
Fecola di patate,"Prodotti a base di cereali, legumi e patate/Farine e amidi;Diversi/Gelificanti e leganti",per 100 g di parte edibile,1430,336,0.1,0.0,0.0,0.1,0,83.1,0.0,83.1,0.1,0.6,0.0,0.0,15.7,0,0,0,0,0,0.01,0.01,0.01,0.0,0.14,0.0,0.01,0.0,0.0,15.0,8.0,5.0,35.0,6.0,7.0,1.8,1.0,0.2,0.0
"Fegato (media di vitello, manzo, maiale), cotto in padella (senza aggiunta di grassi o sale)",Carne e frattaglie,per 100 g di parte edibile,660,157,5.0,1.7,0.8,1.3,430,4.4,0.0,0.4,0.0,23.5,0.2,0.0,67.1,9889,9889,9889,0,0,0.29,3.33,0.75,50.0,15.6,205.9,7.6,21.0,0.8,290.0,90.0,100.0,9.6,20.0,360.0,13.0,13.0,5.3,0.0
"Fegato (media di vitello, manzo, maiale), crudo",Carne e frattaglie/Pollame;Carne e frattaglie/Vitello;Carne e frattaglie/Manzo;Carne e frattaglie/Maiale,per 100 g di parte edibile,566,134,4.3,1.5,0.7,1.1,353,3.6,0.0,0.3,0.0,20.3,0.2,0.0,71.8,9010,9010,9010,0,0,0.28,2.87,0.77,54.67,15.05,198.7,7.33,23.0,0.7,320.0,87.0,83.0,7.9,20.0,360.0,11.0,10.0,5.1,0.0
"Fetta di semolino, preparato (con latte intero)",Cibi/Altri cibi salati/saporiti,per 100 g di parte edibile,637,152,7.5,4.0,1.9,0.6,63,15.0,4.0,11.0,0.5,6.0,0.3,0.0,71.1,70,68,66,22,22,0.03,0.21,0.04,0.25,0.4,15.8,0.54,0.6,0.4,170.0,100.0,190.0,110.0,14.0,110.0,0.4,13.0,0.8,0.0
"Fetta di semolino, preparato (con latte parzialmente scremato)",Cibi/Altri cibi salati/saporiti,per 100 g di parte edibile,599,143,6.4,3.3,1.6,0.5,59,15.0,4.0,11.0,0.5,6.1,0.3,0.0,72.1,60,58,57,18,18,0.03,0.18,0.03,0.24,0.4,15.8,0.54,0.3,0.4,170.0,100.0,190.0,110.0,14.0,120.0,0.4,14.0,0.8,0.0
"Fette di melanzana, impanate, preparate",Cibi/Altri cibi salati/saporiti,per 100 g di parte edibile,567,136,5.8,0.7,3.6,0.9,47,14.6,2.7,11.8,3.1,4.7,0.2,0.0,72.0,20,17,14,37,37,0.06,0.07,0.08,0.17,0.63,19.4,0.51,1.1,0.4,230.0,62.0,150.0,23.0,17.0,60.0,0.6,5.7,0.4,0.0
"Fette di sedano rapa, impanate, preparate",Verdure/Verdure cotte (incl. conserve),per 100 g di parte edibile,583,139,5.7,0.7,3.5,0.9,45,15.4,1.9,11.6,4.0,4.7,0.3,0.0,70.3,18,16,14,27,27,0.08,0.07,0.16,0.16,0.31,24.2,0.7,4.3,0.3,400.0,130.0,250.0,47.0,15.0,88.0,0.7,7.4,0.6,0.0
"Fette di zucca, impanate, preparate",Cibi/Altri cibi salati/saporiti,per 100 g di parte edibile,602,144,5.8,0.7,3.6,0.8,47,16.7,4.1,12.6,2.7,4.7,0.2,0.0,70.7,378,196,14,2182,2182,0.08,0.09,0.09,0.17,0.47,17.8,0.68,9.0,0.4,370.0,93.0,210.0,50.0,12.0,66.0,0.6,5.8,0.4,0.0
"Fette di zucchina, impanate, preparate",Cibi/Altri cibi salati/saporiti,per 100 g di parte edibile,530,127,5.5,0.7,3.4,0.9,44,13.5,2.1,11.3,1.5,5.0,0.2,0.0,74.7,32,23,13,113,113,0.07,0.07,0.08,0.16,0.51,22.7,0.44,8.4,0.3,210.0,89.0,160.0,28.0,24.0,65.0,1.0,7.3,0.5,0.0
"Fettina (media di vitello, manzo, maiale, pollo), cotta in padella (senza aggiunta di grassi o sale)",Carne e frattaglie,per 100 g di parte edibile,611,145,3.1,1.1,1.4,0.4,78,0.1,0.0,0.0,0.0,29.2,0.2,0.0,67.7,5,5,4,3,3,0.43,0.21,0.41,1.05,7.82,7.4,0.91,0.0,0.4,360.0,68.0,110.0,10.0,27.0,230.0,1.5,1.8,3.0,0.0
"Fettina (media di vitello, manzo, maiale, pollo), cruda",Carne e frattaglie/Vitello;Carne e frattaglie/Manzo;Carne e frattaglie/Maiale;Carne e frattaglie/Pollame,per 100 g di parte edibile,478,113,2.7,0.9,1.2,0.4,57,0.1,0.0,0.0,0.0,22.2,0.1,0.0,75.1,4,4,4,3,3,0.45,0.17,0.45,0.99,6.97,7.1,0.8,0.0,0.3,340.0,58.0,80.0,7.5,22.0,190.0,1.1,1.3,2.3,0.0
"Fettina (media di vitello, manzo, maiale, pollo), impanata e preparata ",Carne e frattaglie/Pollame;Carne e frattaglie/Vitello;Carne e frattaglie/Manzo;Carne e frattaglie/Maiale,per 100 g di parte edibile,976,233,10.8,1.7,6.8,1.5,95,10.1,0.5,9.5,0.6,23.5,0.8,0.0,55.2,17,17,17,2,2,0.45,0.19,0.43,1.07,6.48,18.7,1.1,0.0,0.6,350.0,340.0,500.0,18.0,24.0,210.0,1.4,6.4,2.4,15.0
"Fichi, secchi",Frutta/Frutta secca,per 100 g di parte edibile,1130,267,1.2,0.1,0.2,0.7,0,55.9,55.9,0.0,10.0,3.1,0.3,0.0,27.5,7,4,0,43,43,0.08,0.08,0.12,0.0,0.65,12.7,0.35,0.5,0.0,780.0,110.0,43.0,190.0,67.0,75.0,1.4,4.0,0.5,5.6
"Fico, crudo",Frutta/Frutta fresca,per 100 g di parte edibile,301,71,0.5,0.1,0.1,0.2,0,13.5,12.2,0.0,4.1,1.2,0.0,0.0,80.2,17,9,0,102,87,0.04,0.03,0.06,0.0,0.35,24.5,0.2,3.4,0.0,230.0,5.0,18.0,57.0,22.0,21.0,0.3,1.5,0.2,1.6
"Finocchio, al vapore (senza aggiunta di sale)",Verdure/Verdure cotte (incl. conserve),per 100 g di parte edibile,90,22,0.3,0.0,0.0,0.0,0,2.2,0.1,2.1,3.1,1.0,0.0,0.0,93.4,21,11,0,126,126,0.03,0.02,0.03,0.0,0.56,33.0,0.12,4.4,0.0,400.0,13.0,26.0,35.0,11.0,36.0,0.4,4.8,0.3,0.0
"Finocchio, crudo",Verdure/Verdure fresche,per 100 g di parte edibile,95,23,0.3,0.0,0.0,0.0,0,2.3,0.1,2.2,3.3,1.1,0.0,0.0,92.2,23,12,0,140,140,0.04,0.02,0.04,0.0,0.7,55.0,0.15,5.9,0.0,470.0,15.0,27.0,37.0,12.0,38.0,0.5,5.0,0.3,0.0
Fiocchi di avena,"Pane, fiocchi e cereali per la prima colazione/Fiocchi, crusca e germi",per 100 g di parte edibile,1600,381,7.5,1.0,3.0,3.0,0,59.5,1.0,58.0,10.5,13.5,0.1,0.0,8.7,0,0,0,1,1,0.42,0.13,0.1,0.0,0.8,47.2,0.69,0.0,0.0,400.0,20.0,61.0,53.0,120.0,410.0,3.8,0.5,3.0,0.0
Fiocchi di cereali (in media),"Pane, fiocchi e cereali per la prima colazione/Fiocchi, crusca e germi",per 100 g di parte edibile,1470,348,3.2,0.6,0.9,1.4,0,64.0,1.5,62.0,9.7,10.8,0.0,0.0,12.9,1,0,0,4,4,0.32,0.1,0.27,0.0,2.78,38.4,0.71,0.0,0.0,250.0,7.4,34.0,26.0,94.0,280.0,3.6,2.3,2.2,0.0
"Fiocchi di frumento, integrali","Pane, fiocchi e cereali per la prima colazione/Fiocchi, crusca e germi",per 100 g di parte edibile,1420,335,1.8,0.3,0.2,0.8,0,59.6,0.7,58.5,13.3,13.5,0.0,0.0,12.1,3,2,0,20,20,0.46,0.09,0.27,0.0,5.1,87.0,1.18,0.0,0.0,380.0,8.0,55.0,33.0,97.0,340.0,3.2,6.7,2.6,0.0
"Fiocchi di miglio, integrali","Pane, fiocchi e cereali per la prima colazione/Fiocchi, crusca e germi",per 100 g di parte edibile,1520,360,3.9,0.9,0.8,1.7,0,68.8,1.6,66.4,3.9,10.6,0.0,0.0,10.5,0,0,0,0,0,0.33,0.11,0.41,0.0,1.8,20.0,0.71,0.0,0.0,170.0,3.0,15.0,10.0,120.0,280.0,6.9,2.5,2.9,0.0
Fiocchi di orzo,"Pane, fiocchi e cereali per la prima colazione/Fiocchi, crusca e germi",per 100 g di parte edibile,1410,333,1.5,0.3,0.1,0.7,0,66.1,2.2,63.6,10.3,8.5,0.0,0.0,12.4,0,0,0,0,0,0.2,0.08,0.29,0.0,3.1,19.0,0.49,0.0,0.0,160.0,3.0,20.0,16.0,66.0,190.0,2.0,1.0,1.3,2.8
"Fiocchi di patate, in polvere con latte e sale (purea istantanea)","Prodotti a base di cereali, legumi e patate/Patate",per 100 g di parte edibile,1540,365,5.3,3.1,1.2,0.5,13,65.5,10.3,55.3,4.7,11.3,3.1,0.0,13.0,47,46,44,22,22,0.13,0.41,0.69,0.29,4.51,26.4,1.22,17.7,0.2,1230.0,1260.0,2350.0,230.0,71.0,380.0,2.0,6.0,1.2,0.0
"Flammkuchen, cotto nel forno",Cibi/Torte dolci e salate e gratin,per 100 g di parte edibile,1060,254,13.9,6.8,4.8,1.0,33,22.7,1.8,20.3,1.4,8.9,1.0,0.0,53.3,55,53,51,24,24,0.13,0.09,0.07,0.16,0.91,12.8,0.28,5.1,0.2,150.0,410.0,710.0,85.0,13.0,100.0,0.4,4.5,0.8,0.0
Fleischkäse (pasticcio di carne),Prodotti carnei e insaccati/Salsicce scottate,per 100 g di parte edibile,1060,256,22.3,8.8,10.8,2.0,51,1.4,1.4,0.0,0.0,12.5,2.3,0.0,60.1,2,2,2,3,3,0.3,0.12,0.13,0.34,3.52,1.0,0.4,41.9,0.9,100.0,900.0,1170.0,19.0,12.0,190.0,0.5,0.4,1.4,6.0
"Fondue classico, preparato",Cibi/Altri cibi salati/saporiti,per 100 g di parte edibile,1310,315,22.4,13.9,5.4,1.0,58,1.0,0.1,0.9,0.0,19.6,0.3,4.4,52.2,210,201,192,107,107,0.01,0.2,0.07,1.06,0.15,3.8,0.17,0.5,0.3,88.0,120.0,190.0,710.0,24.0,430.0,0.4,17.0,3.3,0.0
"Fondue moitié-moitié, preparato",Cibi/Altri cibi salati/saporiti,per 100 g di parte edibile,1210,291,20.8,12.5,4.9,1.0,62,1.0,0.0,0.9,0.0,16.7,1.0,4.7,56.5,278,271,263,91,91,0.01,0.23,0.07,0.95,0.14,7.5,0.25,0.1,0.4,92.0,400.0,550.0,520.0,23.0,360.0,0.4,16.0,2.4,0.0
"Fondue senza alcool, preparato",Cibi/Altri cibi salati/saporiti,per 100 g di parte edibile,1180,283,21.5,13.4,5.2,1.0,55,1.6,1.0,0.6,0.0,18.7,0.3,1.2,56.6,203,194,185,111,111,0.0,0.19,0.07,0.99,0.12,3.1,0.18,0.0,0.3,100.0,110.0,180.0,680.0,22.0,410.0,0.5,17.0,3.2,0.0
"Formaggio a pasta dura e semi dura, grasso (in media)",Latte e prodotti di latte/Formaggio a pasta dura,per 100 g di parte edibile,1650,397,32.1,19.5,7.6,1.5,92,0.0,0.0,0.0,0.0,26.6,1.2,0.0,40.7,329,317,305,143,143,0.02,0.34,0.12,1.5,0.18,12.6,0.39,0.0,0.6,86.0,460.0,710.0,910.0,32.0,590.0,0.3,16.0,4.3,0.0
Formaggio a pasta molle (media senza prodotti sgrassati),Latte e prodotti di latte/Formaggio a pasta molle,per 100 g di parte edibile,1350,325,27.4,16.5,6.5,1.3,83,0.0,0.0,0.0,0.0,19.4,2.2,0.0,52.7,233,223,213,124,124,0.02,0.43,0.14,1.45,0.72,52.8,0.63,0.0,0.4,100.0,880.0,1180.0,440.0,20.0,310.0,0.2,17.0,2.2,0.0
Formaggio alle erbe glaronese ,Latte e prodotti di latte/Formaggio fresco e quark,per 100 g di parte edibile,559,132,0.5,0.3,0.1,0.0,2,0.0,0.0,0.0,0.0,31.6,4.3,0.0,58.3,3,3,3,1,1,0.01,0.28,0.05,0.0,0.0,0.0,0.0,0.0,0.0,140.0,1740.0,0.0,860.0,34.0,560.0,0.2,0.0,3.9,0.0
"Formaggio Appenzeller, grasso",Latte e prodotti di latte/Formaggio a pasta dura,per 100 g di parte edibile,1590,384,31.7,19.0,7.4,1.5,95,0.0,0.0,0.0,0.0,24.3,1.6,0.0,39.6,382,366,350,190,190,0.04,0.36,0.07,1.06,0.1,15.0,0.33,0.0,0.5,82.0,620.0,960.0,740.0,29.0,540.0,0.3,8.4,4.0,0.0
"Formaggio Appenzeller, un quarto grasso",Latte e prodotti di latte/Formaggio a pasta dura,per 100 g di parte edibile,985,235,11.4,6.8,2.7,0.5,34,0.0,0.0,0.0,0.0,33.1,2.0,0.0,48.2,141,136,130,68,68,0.04,0.5,0.07,1.3,0.1,15.0,0.54,0.0,0.3,120.0,810.0,1240.0,1090.0,36.0,730.0,0.2,35.0,2.5,0.0
Formaggio blu (in media),Latte e prodotti di latte/Formaggio a pasta dura,per 100 g di parte edibile,1490,360,31.5,18.9,7.4,1.5,95,0.2,0.1,0.0,0.0,19.1,3.8,0.0,48.9,221,218,214,44,44,0.03,0.58,0.1,0.72,0.51,46.0,0.99,0.0,0.5,130.0,1530.0,2100.0,610.0,24.0,390.0,0.4,40.0,2.5,0.0
"Formaggio Brie, alla panna",Latte e prodotti di latte/Formaggio a pasta molle,per 100 g di parte edibile,1420,342,30.0,18.0,7.0,1.4,90,0.0,0.0,0.0,0.0,17.7,1.4,0.0,48.5,305,293,280,150,150,0.02,0.34,0.13,1.31,1.1,61.1,0.38,0.0,0.7,120.0,560.0,0.0,500.0,20.0,340.0,0.2,20.0,2.3,0.0
"Formaggio Brie, grasso",Latte e prodotti di latte/Formaggio a pasta molle,per 100 g di parte edibile,1240,298,23.5,14.1,5.5,1.1,71,0.0,0.0,0.0,0.0,21.4,1.3,0.0,51.4,266,255,244,130,130,0.02,0.25,0.14,1.8,1.2,65.0,0.69,0.0,0.5,84.0,510.0,980.0,420.0,19.0,300.0,0.1,8.3,2.5,0.0
"Formaggio Camembert, alla panna",Latte e prodotti di latte/Formaggio a pasta molle,per 100 g di parte edibile,1470,355,31.7,19.0,7.5,1.5,95,0.0,0.0,0.0,0.0,17.1,1.2,0.0,47.6,186,168,150,213,213,0.02,0.71,0.14,1.94,1.1,75.2,0.51,0.0,0.5,99.0,480.0,1030.0,350.0,16.0,260.0,0.2,6.8,1.6,0.0
"Formaggio Camembert, grasso",Latte e prodotti di latte/Formaggio a pasta molle,per 100 g di parte edibile,1230,297,23.7,14.2,5.6,1.1,71,0.0,0.0,0.0,0.0,20.8,2.2,0.0,52.1,235,218,202,195,195,0.02,0.23,0.15,1.8,1.1,80.0,0.8,0.0,0.5,83.0,890.0,1170.0,370.0,19.0,260.0,0.1,20.0,2.2,0.0
"Formaggio Camembert, semigrasso",Latte e prodotti di latte/Formaggio a pasta molle,per 100 g di parte edibile,785,188,10.0,6.0,2.4,0.5,30,0.0,0.0,0.0,0.0,24.4,1.5,0.0,58.5,94,88,82,74,74,0.02,0.5,0.17,1.79,1.2,50.0,0.66,0.0,0.5,130.0,600.0,1500.0,530.0,22.0,410.0,0.3,20.0,3.0,0.0
Formaggio delle alpi di Berna,Latte e prodotti di latte/Formaggio a pasta dura,per 100 g di parte edibile,1880,453,38.3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.1,1.6,0.0,26.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,920.0,0.0,0.0,0.0,0.0,0.0,0.0
Formaggio Emmentaler grasso,Latte e prodotti di latte/Formaggio a pasta dura,per 100 g di parte edibile,1690,408,32.6,20.3,7.9,1.5,84,0.0,0.0,0.0,0.0,28.4,0.4,0.0,35.0,306,293,280,155,155,0.01,0.3,0.12,1.67,0.18,9.4,0.3,0.0,0.5,84.0,170.0,270.0,1030.0,31.0,620.0,0.4,20.0,4.6,0.0
"Formaggio fresco granulato, al naturale",Latte e prodotti di latte/Formaggio fresco e quark,per 100 g di parte edibile,418,100,4.5,2.7,1.0,0.2,14,2.4,2.2,0.0,0.0,12.4,0.8,0.0,78.6,50,47,45,30,30,0.01,0.23,0.02,0.52,0.1,15.0,0.36,0.0,0.1,72.0,320.0,570.0,69.0,6.2,150.0,0.0,20.0,0.4,0.0
"Formaggio fresco, alla doppia panna",Latte e prodotti di latte/Formaggio fresco e quark,per 100 g di parte edibile,1450,351,32.1,19.2,7.5,1.5,96,4.5,2.3,0.0,0.0,11.1,1.3,0.0,52.0,325,313,300,150,150,0.04,0.26,0.06,0.6,0.11,26.5,0.44,0.0,0.0,100.0,500.0,570.0,110.0,8.0,130.0,0.2,8.0,0.4,0.0
"Formaggio fuso a fette, alla panna",Latte e prodotti di latte/Prodotti di formaggio,per 100 g di parte edibile,1350,327,30.0,18.0,7.0,1.4,90,0.0,0.0,0.0,0.0,14.3,3.0,0.0,47.0,347,333,320,160,160,0.04,0.37,0.07,2.0,0.2,3.0,1.0,0.0,0.9,100.0,1200.0,900.0,550.0,45.0,750.0,0.9,35.0,4.0,0.0
"Formaggio fuso a fette, di latte intero",Latte e prodotti di latte/Prodotti di formaggio,per 100 g di parte edibile,1310,316,25.0,15.0,5.9,1.2,75,0.0,0.0,0.0,0.0,22.8,3.0,0.0,49.5,257,248,238,114,114,0.03,0.23,0.07,1.17,0.2,3.0,0.42,0.0,0.7,150.0,1200.0,900.0,600.0,45.0,800.0,0.9,35.0,4.0,0.0
"Formaggio fuso a fette, un quarto grasso",Latte e prodotti di latte/Prodotti di formaggio,per 100 g di parte edibile,648,155,8.6,5.2,2.0,0.4,26,0.0,0.0,0.0,0.0,19.4,3.0,0.0,59.0,48,47,45,20,20,0.03,0.32,0.07,1.62,0.2,3.0,0.74,0.0,0.2,150.0,1200.0,900.0,600.0,45.0,1200.0,0.9,35.0,4.0,0.0
"Formaggio fuso da spalmare, alla panna",Latte e prodotti di latte/Prodotti di formaggio,per 100 g di parte edibile,1310,316,29.4,17.6,6.9,1.3,88,0.0,0.0,0.0,0.0,12.9,2.8,0.0,50.3,327,313,300,160,160,0.04,0.37,0.07,2.0,0.15,3.0,1.0,0.0,0.6,150.0,1100.0,780.0,400.0,30.0,600.0,0.9,35.0,4.0,0.0
"Formaggio fuso da spalmare, di latte intero",Latte e prodotti di latte/Prodotti di formaggio,per 100 g di parte edibile,1020,247,21.2,12.7,5.0,1.0,64,0.0,0.0,0.0,0.0,14.1,3.0,0.0,51.3,257,248,238,114,114,0.03,0.38,0.07,2.0,0.2,3.0,1.0,0.0,0.5,150.0,1200.0,900.0,500.0,30.0,700.0,0.9,35.0,4.0,0.0
"Formaggio fuso da spalmare, un quarto grasso",Latte e prodotti di latte/Prodotti di formaggio,per 100 g di parte edibile,624,150,9.3,5.6,2.2,0.4,28,0.0,0.0,0.0,0.0,16.4,3.0,0.0,61.9,48,47,45,20,20,0.03,0.38,0.07,2.0,0.2,3.0,1.0,0.0,0.2,200.0,1200.0,900.0,600.0,30.0,1100.0,0.9,35.0,4.0,0.0
Formaggio grattugiato,Latte e prodotti di latte/Formaggio a pasta dura,per 100 g di parte edibile,1680,406,32.1,20.3,7.5,1.2,89,0.0,0.0,0.0,0.0,29.3,1.7,0.0,38.1,298,288,278,118,118,0.01,0.34,0.1,1.91,0.2,14.0,0.62,0.0,0.7,98.0,680.0,1400.0,1190.0,41.0,730.0,0.5,40.0,4.2,0.0
